Rk,Tm,Year,Date,Time,LTime,Opp,Week,Game,Result,Total Yardage,O Plays,Y/P,D Plays,DY/P,TO
1609,DEN,2013,12/8/2013,4:05,2:05,TEN,14,13,W 51-28,551,91,6.0549,48,5.2917,
1610,DET,2014,10/26/2014,9:37,1:37,ATL,8,8,W 22-21,385,70,5.5,55,5.2909,1
1611,NYJ,2014,12/1/2014,8:30,8:30,MIA,13,12,L 13-16,326,64,5.0938,55,5.2909,1
1612,HOU,2014,10/20/2014,8:30,8:30,PIT,7,7,L 23-30,393,63,6.2381,62,5.2903,3
1613,SFO,2017,12/17/2017,4:25,1:25,TEN,15,14,W 25-23,414,68,6.0882,62,5.2903,
1614,OAK,2014,10/19/2014,4:25,1:25,ARI,7,6,L 13-24,220,48,4.5833,69,5.2899,
1615,SDG,2012,9/30/2012,1:03,12:03,KAN,4,4,W 37-20,293,60,4.8833,66,5.2879,1
1616,TEN,2014,11/17/2014,8:30,7:30,PIT,11,10,L 24-27,312,39,8,73,5.2877,1
1617,PIT,2015,12/27/2015,1:02,1:02,BAL,16,15,L 17-20,308,57,5.4035,73,5.2877,3
1618,NWE,2014,10/16/2014,8:25,8:25,NYJ,7,7,W 27-25,323,53,6.0943,80,5.2875,
1619,SFO,2014,11/9/2014,1:03,12:03,NOR,10,9,W 27-24,330,68,4.8529,80,5.2875,1
1620,BUF,2014,9/21/2014,1:02,1:02,SDG,3,3,L 10-22,292,65,4.4923,63,5.2857,
1621,SEA,2013,10/6/2013,1:03,1:03,IND,5,5,L 28-34,423,67,6.3134,60,5.2833,2
1622,NYJ,2014,10/26/2014,1:02,1:02,BUF,8,8,L 23-43,312,81,3.8519,53,5.283,6
1623,CHI,2014,11/16/2014,1:02,12:02,MIN,11,10,W 21-13,468,74,6.3243,46,5.2826,2
1624,IND,2015,11/22/2015,1:02,1:02,ATL,11,10,W 24-21,276,61,4.5246,71,5.2817,3
1625,TEN,2012,12/30/2012,1:02,12:02,JAX,17,16,W 38-20,221,51,4.3333,71,5.2817,
1626,SEA,2017,10/8/2017,4:05,1:05,LAR,5,5,W 16-10,241,66,3.6515,71,5.2817,2
1627,BAL,2014,9/11/2014,8:28,8:28,PIT,2,2,W 26-6,323,65,4.9692,57,5.2807,
1628,PHI,2013,11/10/2013,1:02,12:02,GNB,10,10,W 27-13,415,58,7.1552,75,5.28,1
1629,SFO,2013,12/8/2013,4:26,1:26,SEA,14,13,W 19-17,318,64,4.9688,50,5.28,1
1630,NYJ,2014,10/12/2014,1:02,1:02,DEN,6,6,L 17-31,204,62,3.2903,68,5.2794,2
1631,PHI,2015,10/4/2015,1:03,1:03,WAS,4,4,L 20-23,320,51,6.2745,79,5.2785,2
1632,TAM,2012,12/23/2012,1:03,1:03,STL,16,15,L 13-28,429,81,5.2963,54,5.2778,5
1633,NOR,2017,12/7/2017,8:25,8:25,ATL,14,13,L 17-20,306,52,5.8846,65,5.2769,1
1634,OAK,2017,10/15/2017,4:25,1:25,LAC,6,6,L 16-17,274,53,5.1698,65,5.2769,2
1635,DEN,2014,10/23/2014,8:26,6:26,SDG,8,7,W 35-21,425,65,6.5385,58,5.2759,
1636,KAN,2014,11/2/2014,1:03,12:03,NYJ,9,8,W 24-10,309,56,5.5179,69,5.2754,
1637,DET,2013,9/15/2013,4:05,1:05,ARI,2,2,L 21-25,322,57,5.6491,66,5.2727,1
1638,JAX,2014,10/12/2014,1:02,12:02,TEN,6,6,L 14-16,379,75,5.0533,55,5.2727,2
1639,NYG,2016,10/9/2016,8:30,7:30,GNB,5,5,L 16-23,221,54,4.0926,77,5.2727,1
1640,TEN,2013,10/6/2013,1:03,12:03,KAN,5,5,L 17-26,339,66,5.1364,67,5.2687,3
1641,HOU,2013,10/13/2013,1:03,12:03,STL,6,6,L 13-38,420,73,5.7534,41,5.2683,4
1642,PIT,2017,11/16/2017,8:25,8:25,TEN,11,10,W 40-17,349,69,5.058,60,5.2667,
1643,PIT,2015,9/27/2015,1:00,12:00,STL,3,3,W 12-6,259,57,4.5439,49,5.2653,1
1644,NOR,2017,12/3/2017,4:25,12:00,CAR,13,12,W 31-21,400,64,6.25,53,5.2642,1
1645,TEN,2014,9/21/2014,1:02,1:02,CIN,3,3,L 7-33,326,64,5.0938,57,5.2632,2
1646,WAS,2012,10/14/2012,4:24,4:24,MIN,6,6,W 38-26,361,55,6.5636,80,5.2625,1
1647,CHI,2017,11/12/2017,1:00,12:00,GNB,10,9,L 16-23,323,57,5.6667,65,5.2615,1
1648,PIT,2015,11/15/2015,1:04,1:04,CLE,10,10,W 30-9,459,59,7.7797,65,5.2615,2
1649,SFO,2012,10/14/2012,4:23,1:23,NYG,6,6,L 3-26,314,60,5.2333,65,5.2615,3
1650,CAR,2015,11/15/2015,1:03,12:03,TEN,10,9,W 27-10,303,64,4.7344,46,5.2609,
1651,TEN,2013,11/3/2013,1:00,12:00,STL,9,8,W 28-21,363,61,5.9508,69,5.2609,2
1652,DET,2017,10/1/2017,1:00,3:00,MIN,4,4,W 14-7,251,68,3.6912,54,5.2593,
1653,NYG,2016,1/1/2017,4:25,4:25,WAS,17,16,W 19-10,332,68,4.8824,54,5.2593,
1654,CAR,2014,10/26/2014,1:04,1:04,SEA,8,8,L 9-13,266,56,4.75,59,5.2542,2
1655,ATL,2013,11/3/2013,1:03,1:03,CAR,9,8,L 10-34,289,48,6.0208,71,5.2535,4
1656,ATL,2017,12/24/2017,1:00,12:00,NOR,16,15,L 13-23,331,61,5.4262,60,5.25,2
1657,DAL,2017,11/12/2017,4:25,4:25,ATL,10,9,L 7-27,233,59,3.9492,64,5.25,2
1658,HOU,2013,10/20/2013,4:26,3:26,KAN,7,7,L 16-17,294,54,5.4444,68,5.25,1
1659,NYJ,2012,12/17/2012,8:40,7:40,TEN,15,14,L 10-14,253,63,4.0159,56,5.25,5
1660,TEN,2015,11/15/2015,1:03,12:03,CAR,10,9,L 10-27,242,46,5.2609,64,5.25,2
1661,CLE,2014,12/21/2014,1:04,1:04,CAR,16,15,L 13-17,228,46,4.9565,77,5.2468,1
1662,MIA,2016,9/29/2016,8:26,8:26,CIN,4,4,L 7-22,222,43,5.1628,69,5.2464,2
1663,HOU,2013,11/17/2013,1:03,12:03,OAK,11,10,L 23-28,394,72,5.4722,65,5.2462,2
1664,MIA,2012,12/16/2012,1:03,1:03,JAX,15,14,W 24-3,389,66,5.8939,57,5.2456,1
1665,IND,2012,11/25/2012,1:03,1:03,BUF,12,11,W 20-13,312,70,4.4571,58,5.2414,2
1666,TAM,2016,11/13/2016,1:00,1:00,CHI,10,9,W 36-10,360,68,5.2941,54,5.2407,1
1667,KAN,2014,11/16/2014,1:04,12:04,SEA,11,10,W 24-20,298,46,6.4783,71,5.2394,2
1668,ATL,2017,11/5/2017,1:00,1:00,CAR,9,8,L 17-20,355,58,6.1207,63,5.2381,1
1669,BUF,2014,11/13/2014,8:26,8:26,MIA,11,10,L 9-22,237,60,3.95,63,5.2381,
1670,DEN,2013,11/24/2013,8:30,8:30,NWE,12,11,L 31-34,412,86,4.7907,84,5.2381,4
1671,ARI,2016,10/2/2016,4:25,1:25,LAR,4,4,L 13-17,420,75,5.6,55,5.2364,5
1672,CAR,2012,11/18/2012,1:04,1:04,TAM,11,10,L 21-27,331,65,5.0923,77,5.2338,1
1673,NYG,2012,10/14/2012,4:23,1:23,SFO,6,6,W 26-3,342,65,5.2615,60,5.2333,
1674,NYG,2017,10/8/2017,1:00,1:00,LAC,5,5,L 22-27,335,66,5.0758,73,5.2329,2
1675,IND,2014,9/7/2014,8:30,6:30,DEN,1,1,L 24-31,408,70,5.8286,69,5.2319,2
1676,IND,2015,12/27/2015,1:02,1:02,MIA,16,15,W 18-12,268,54,4.963,69,5.2319,
1677,CIN,2017,11/5/2017,1:00,1:00,JAX,9,8,L 7-23,148,37,4,78,5.2308,
1678,MIA,2017,10/22/2017,1:00,1:00,NYJ,7,6,W 31-28,357,65,5.4923,52,5.2308,2
1679,STL,2012,9/30/2012,1:00,12:00,SEA,4,4,W 19-13,286,60,4.7667,61,5.2295,1
1680,NYG,2012,10/28/2012,4:25,3:25,DAL,8,8,W 29-24,293,58,5.0517,83,5.2289,2
1681,TAM,2014,12/14/2014,1:03,1:03,CAR,15,14,L 17-19,287,54,5.3148,75,5.2267,3
1682,TEN,2013,9/22/2013,1:03,12:03,SDG,3,3,W 20-17,452,68,6.6471,53,5.2264,
1683,TAM,2013,10/24/2013,8:29,8:29,CAR,8,7,L 13-31,297,68,4.3676,62,5.2258,1
1684,DEN,2016,11/6/2016,8:30,5:30,OAK,9,9,L 20-30,299,51,5.8627,76,5.2237,2
1685,OAK,2015,9/27/2015,1:02,1:02,CLE,3,3,W 27-20,469,62,7.5645,68,5.2206,1
1686,BAL,2017,10/1/2017,1:00,1:00,PIT,4,4,L 9-26,288,68,4.2353,73,5.2192,3
1687,ATL,2017,11/20/2017,8:30,5:30,SEA,11,10,W 34-31,279,58,4.8103,69,5.2174,1
1688,DAL,2014,11/2/2014,1:04,12:04,ARI,9,9,L 17-28,266,59,4.5085,65,5.2154,2
1689,OAK,2015,1/3/2016,4:26,3:26,KAN,17,16,L 17-23,205,55,3.7273,65,5.2154,1
1690,SDG,2014,10/19/2014,4:05,1:05,KAN,7,7,L 20-23,251,49,5.1224,70,5.2143,1
1691,GNB,2012,10/7/2012,1:03,1:03,IND,5,5,L 27-30,356,61,5.8361,89,5.2135,1
1692,ARI,2014,9/21/2014,4:05,1:05,SFO,3,3,W 23-14,338,61,5.541,61,5.2131,1
1693,KAN,2013,9/15/2013,1:02,12:02,DAL,2,2,W 17-16,313,65,4.8154,61,5.2131,
1694,OAK,2015,10/25/2015,4:05,1:05,SDG,7,6,W 37-29,412,58,7.1034,80,5.2125,
1695,BAL,2016,10/23/2016,1:04,1:04,NYJ,7,7,L 16-24,245,57,4.2982,66,5.2121,3
1696,TEN,2017,10/16/2017,8:30,7:30,IND,6,6,W 36-22,473,67,7.0597,57,5.2105,1
1697,OAK,2016,1/1/2017,4:25,2:25,DEN,17,16,L 6-24,221,50,4.42,67,5.209,3
1698,SEA,2016,10/30/2016,1:03,12:03,NOR,8,7,L 20-25,359,54,6.6481,72,5.2083,1
1699,IND,2017,10/29/2017,1:00,1:00,CIN,8,8,L 23-24,331,71,4.662,53,5.2075,1
1700,IND,2017,11/26/2017,1:00,1:00,TEN,12,11,L 16-20,254,61,4.1639,53,5.2075,1
1701,TAM,2017,12/3/2017,1:00,12:00,GNB,13,12,L 20-26,395,74,5.3378,53,5.2075,1
1702,GNB,2016,12/11/2016,4:25,3:25,SEA,14,13,W 38-10,330,56,5.8929,68,5.2059,
1703,HOU,2012,12/2/2012,1:02,12:02,TEN,13,12,W 24-10,331,70,4.7286,68,5.2059,
1704,DAL,2017,9/17/2017,4:25,2:25,DEN,2,2,L 17-42,268,66,4.0606,73,5.2055,2
1705,PIT,2012,10/11/2012,8:29,7:29,TEN,6,5,L 23-26,412,63,6.5397,69,5.2029,1
1706,CLE,2015,9/20/2015,1:02,1:02,TEN,2,2,W 28-14,274,47,5.8298,74,5.2027,
1707,KAN,2017,10/30/2017,8:30,7:30,DEN,8,8,W 29-19,276,59,4.678,70,5.2,2
1708,NOR,2017,10/22/2017,1:00,12:00,GNB,7,6,W 26-17,485,75,6.4667,50,5.2,2
1709,NYG,2016,12/22/2016,8:25,8:25,PHI,16,15,L 19-24,470,88,5.3409,55,5.2,3
1710,BAL,2013,10/20/2013,4:25,4:25,PIT,7,7,L 16-19,287,61,4.7049,55,5.2,
1711,WAS,2014,11/23/2014,4:25,1:25,SFO,12,11,L 13-17,213,52,4.0962,60,5.2,1
1712,WAS,2012,10/7/2012,1:04,1:04,ATL,5,5,L 17-24,316,48,6.5833,81,5.1975,2
1713,JAX,2015,11/29/2015,1:03,1:03,SDG,12,11,L 25-31,420,70,6,71,5.1972,1
1714,SDG,2014,11/23/2014,4:05,1:05,STL,12,11,W 27-24,410,60,6.8333,61,5.1967,3
1715,IND,2013,10/14/2013,8:40,5:40,SDG,6,6,L 9-19,267,48,5.5625,72,5.1944,1
1716,SEA,2012,9/16/2012,4:06,1:06,DAL,2,2,W 27-7,315,63,5,57,5.193,
1717,IND,2015,11/2/2015,8:30,8:30,CAR,8,8,L 26-29,359,84,4.2738,73,5.1918,4
1718,CHI,2012,12/30/2012,1:03,1:03,DET,17,16,W 26-24,389,68,5.7206,63,5.1905,
1719,MIA,2013,10/6/2013,1:02,1:02,BAL,5,5,L 23-26,294,57,5.1579,74,5.1892,
1720,NWE,2014,12/14/2014,1:02,1:02,MIA,15,14,W 41-13,395,64,6.1719,74,5.1892,1
1721,DEN,2016,9/25/2016,1:02,1:02,CIN,3,3,W 29-17,355,60,5.9167,64,5.1875,1
1722,NYJ,2013,10/7/2013,8:40,8:40,ATL,5,5,W 30-28,288,46,6.2609,70,5.1857,
1723,DEN,2014,11/16/2014,1:00,12:00,STL,11,10,L 7-22,397,66,6.0152,65,5.1846,2
1724,SEA,2016,11/7/2016,8:30,5:30,BUF,9,8,W 31-25,278,42,6.619,82,5.1829,
1725,ATL,2013,9/22/2013,4:05,4:05,MIA,3,3,L 23-27,377,68,5.5441,55,5.1818,2
1726,CIN,2013,9/22/2013,1:03,1:03,GNB,3,3,W 34-30,297,56,5.3036,77,5.1818,4
1727,CLE,2012,9/9/2012,1:03,1:03,PHI,1,1,L 16-17,210,59,3.5593,88,5.1818,4
1728,NWE,2016,10/2/2016,1:02,1:02,BUF,4,4,L 0-16,277,52,5.3269,73,5.1781,1
1729,MIA,2017,11/19/2017,1:00,1:00,TAM,11,10,L 20-30,448,60,7.4667,62,5.1774,5
1730,KAN,2012,12/9/2012,1:02,1:02,CLE,14,13,L 7-30,310,52,5.9615,68,5.1765,1
1731,PHI,2014,12/7/2014,4:25,4:25,SEA,14,13,L 14-24,139,45,3.0889,85,5.1765,2
1732,SEA,2017,12/17/2017,4:05,1:05,LAR,15,14,L 7-42,149,54,2.7593,68,5.1765,2
1733,OAK,2017,10/29/2017,1:00,1:00,BUF,8,8,L 14-34,367,63,5.8254,64,5.1719,4
1734,WAS,2016,11/13/2016,1:00,1:00,MIN,10,9,W 26-20,388,62,6.2581,64,5.1719,1
1735,JAX,2013,11/10/2013,1:02,12:02,TEN,10,9,W 29-27,214,56,3.8214,70,5.1714,2
1736,NWE,2017,12/11/2017,8:30,8:30,MIA,14,13,L 20-27,248,55,4.5091,70,5.1714,2
1737,OAK,2013,9/8/2013,1:02,1:02,IND,1,1,L 17-21,372,63,5.9048,53,5.1698,2
1738,LAC,2017,10/15/2017,4:25,1:25,OAK,6,6,W 17-16,343,65,5.2769,53,5.1698,1
1739,MIN,2015,11/1/2015,1:00,12:00,CHI,8,7,W 23-20,327,56,5.8393,59,5.1695,1
1740,KAN,2017,12/31/2017,4:25,2:25,DEN,17,16,W 27-24,379,65,5.8308,65,5.1692,2
1741,WAS,2015,12/26/2015,8:26,8:26,PHI,16,15,W 38-24,418,74,5.6486,77,5.1688,
1742,CAR,2017,10/12/2017,8:25,8:25,PHI,6,6,L 23-28,305,79,3.8608,60,5.1667,3
1743,NWE,2012,10/21/2012,4:25,4:25,NYJ,7,7,W 29-26,381,74,5.1486,78,5.1667,1
1744,NYG,2017,12/17/2017,1:00,1:00,PHI,15,14,L 29-34,504,81,6.2222,66,5.1667,1
1745,SEA,2017,9/17/2017,4:25,1:25,SFO,2,2,W 12-9,312,79,3.9494,48,5.1667,
1746,NOR,2016,10/2/2016,4:25,1:25,SDG,4,4,W 35-34,275,72,3.8194,67,5.1642,2
1747,NYJ,2015,12/27/2015,1:02,1:02,NWE,16,15,W 26-20,428,69,6.2029,55,5.1636,1
1748,SDG,2015,9/27/2015,1:02,12:02,MIN,3,3,L 14-31,369,72,5.125,55,5.1636,2
1749,CIN,2016,9/29/2016,8:26,8:26,MIA,4,4,W 22-7,362,69,5.2464,43,5.1628,
1750,HOU,2016,10/2/2016,1:02,12:02,TEN,4,4,W 27-20,359,62,5.7903,62,5.1613,2
1751,PIT,2012,12/30/2012,1:02,1:02,CLE,17,16,W 24-10,212,53,4,62,5.1613,
1752,HOU,2016,10/30/2016,1:03,12:03,DET,8,8,W 20-13,269,63,4.2698,56,5.1607,1
1753,CLE,2015,12/27/2015,1:03,12:03,KAN,16,15,L 13-17,368,68,5.4118,50,5.16,1
1754,MIN,2012,10/21/2012,1:05,12:05,ARI,7,7,W 21-14,209,47,4.4468,69,5.1594,2
1755,BAL,2013,10/6/2013,1:02,1:02,MIA,5,5,W 26-23,384,74,5.1892,57,5.1579,2
1756,HOU,2013,9/9/2013,10:25,7:25,SDG,1,1,W 31-28,449,75,5.9867,51,5.1569,1
1757,LAR,2016,12/15/2016,8:25,5:25,SEA,15,14,L 3-24,183,56,3.2679,58,5.1552,
1758,CAR,2016,11/27/2016,4:25,1:25,OAK,12,11,L 32-35,358,56,6.3929,71,5.1549,2
1759,OAK,2015,11/1/2015,4:05,1:05,NYJ,8,7,W 34-20,451,61,7.3934,71,5.1549,
1760,ATL,2015,12/27/2015,1:02,1:02,CAR,16,15,W 20-13,373,62,6.0161,52,5.1538,1
1761,CAR,2016,11/17/2016,8:25,8:25,NOR,11,10,W 23-20,223,62,3.5968,72,5.1528,
1762,CAR,2017,12/31/2017,4:25,1:00,ATL,17,16,L 10-22,248,60,4.1333,72,5.1528,3
1763,WAS,2013,11/25/2013,8:40,8:40,SFO,12,11,L 6-27,190,58,3.2759,59,5.1525,1
1764,PIT,2013,9/16/2013,8:41,8:41,CIN,2,2,L 10-20,278,55,5.0545,79,5.1519,2
1765,CIN,2016,9/11/2016,1:05,1:05,NYJ,1,1,W 23-22,381,56,6.8036,66,5.1515,1
1766,GNB,2012,11/4/2012,1:02,12:02,ARI,9,9,W 31-17,384,70,5.4857,66,5.1515,1
1767,OAK,2016,10/2/2016,1:02,1:02,BAL,4,4,W 28-27,261,54,4.8333,80,5.15,1
1768,CIN,2012,9/23/2012,1:03,1:03,WAS,3,3,W 38-31,478,58,8.2414,74,5.1486,2
1769,NYJ,2012,10/21/2012,4:25,4:25,NWE,7,7,L 26-29,403,78,5.1667,74,5.1486,2
1770,WAS,2017,12/31/2017,1:00,1:00,NYG,17,16,L 10-18,197,56,3.5179,74,5.1486,3
1771,PHI,2013,12/1/2013,1:02,1:02,ARI,13,12,W 24-21,307,73,4.2055,68,5.1471,
1772,NYG,2016,10/16/2016,1:02,1:02,BAL,6,6,W 27-23,435,64,6.7969,76,5.1447,3
1773,CLE,2016,11/10/2016,8:25,8:25,BAL,10,10,L 7-28,144,48,3,77,5.1429,3
1774,CLE,2016,12/11/2016,1:00,1:00,CIN,14,13,L 10-23,254,53,4.7925,70,5.1429,1
1775,JAX,2012,11/25/2012,1:03,1:03,TEN,12,11,W 24-19,321,60,5.35,70,5.1429,1
1776,TEN,2014,12/18/2014,8:26,8:26,JAX,16,15,L 13-21,357,67,5.3284,56,5.1429,
1777,BAL,2012,9/23/2012,8:31,8:31,NWE,3,3,W 31-30,503,65,7.7385,77,5.1429,1
1778,SEA,2014,11/9/2014,4:26,1:26,NYG,10,9,W 38-17,510,64,7.9688,63,5.1429,3
1779,CHI,2017,12/16/2017,4:30,4:30,DET,15,14,L 10-20,349,63,5.5397,57,5.1404,3
1780,ARI,2013,12/8/2013,4:25,2:25,STL,14,13,W 30-10,369,65,5.6769,50,5.14,1
1781,PIT,2013,12/22/2013,4:25,3:25,GNB,16,15,W 38-31,343,59,5.8136,72,5.1389,2
1782,KAN,2013,10/6/2013,1:03,12:03,TEN,5,5,W 26-17,353,67,5.2687,66,5.1364,2
1783,NOR,2014,10/19/2014,1:02,1:02,DET,7,6,L 23-24,408,67,6.0896,67,5.1343,2
1784,OAK,2013,12/22/2013,4:25,1:25,SDG,16,15,L 13-26,265,54,4.9074,67,5.1343,2
1785,LAR,2016,1/1/2017,4:25,1:25,ARI,17,16,L 6-44,123,57,2.1579,67,5.1343,3
1786,KAN,2012,12/16/2012,4:25,1:25,OAK,15,14,L 0-15,119,46,2.587,75,5.1333,1
1787,CIN,2015,12/13/2015,1:02,1:02,PIT,14,13,L 20-33,385,56,6.875,69,5.1304,3
1788,ARI,2015,1/3/2016,4:25,2:25,SEA,17,16,L 6-36,232,58,4,69,5.1304,3
1789,PHI,2015,9/20/2015,4:25,4:25,DAL,2,2,L 10-20,226,55,4.1091,70,5.1286,3
1790,KAN,2014,11/9/2014,1:02,1:02,BUF,10,9,W 17-13,278,59,4.7119,71,5.1268,1
1791,SFO,2015,1/3/2016,4:25,1:25,STL,17,16,W 19-16,458,78,5.8718,71,5.1268,1
1792,MIN,2015,9/27/2015,1:02,12:02,SDG,3,3,W 31-14,284,55,5.1636,72,5.125,1
1793,WAS,2016,12/4/2016,4:25,2:25,ARI,13,12,L 23-31,333,57,5.8421,72,5.125,2
1794,WAS,2016,10/30/2016,8:36,1:36,CIN,8,8,T 27-27,546,88,6.2045,81,5.1235,1
1795,ATL,2016,10/16/2016,4:26,1:26,SEA,6,6,L 24-26,362,64,5.6563,65,5.1231,2
1796,DAL,2014,11/9/2014,1:06,6:06,JAX,10,10,W 31-17,399,59,6.7627,65,5.1231,1
1797,HOU,2013,11/24/2013,1:02,12:02,JAX,12,11,L 6-13,218,57,3.8246,65,5.1231,1
1798,BAL,2015,1/3/2016,1:02,1:02,CIN,17,16,L 16-24,341,78,4.3718,57,5.1228,2
1799,KAN,2014,10/19/2014,4:05,1:05,SDG,7,6,W 23-20,365,70,5.2143,49,5.1224,
1800,DAL,2015,11/22/2015,1:03,1:03,MIA,11,10,W 24-14,386,68,5.6765,41,5.122,2
1801,JAX,2014,9/7/2014,1:02,1:02,PHI,1,1,L 17-34,306,70,4.3714,82,5.122,1
1802,DEN,2014,9/21/2014,4:25,1:25,SEA,3,3,L 20-26,332,70,4.7429,75,5.12,2
1803,TEN,2017,12/3/2017,1:00,12:00,HOU,13,12,W 24-13,344,50,6.88,75,5.12,1
1804,DET,2014,10/5/2014,1:03,1:03,BUF,5,5,L 14-17,273,57,4.7895,67,5.1194,2
1805,GNB,2016,9/11/2016,1:04,1:04,JAX,1,1,W 27-23,294,60,4.9,68,5.1176,
1806,NWE,2016,12/12/2016,8:30,8:30,BAL,14,13,W 30-23,496,65,7.6308,68,5.1176,3
1807,HOU,2015,10/18/2015,1:02,1:02,JAX,6,6,W 31-20,382,68,5.6176,77,5.1169,
1808,KAN,2017,12/16/2017,8:25,7:25,LAC,15,14,W 30-13,397,63,6.3016,60,5.1167,
1809,PHI,2017,10/8/2017,1:00,1:00,ARI,5,5,W 34-7,419,64,6.5469,60,5.1167,1
1810,OAK,2017,9/17/2017,4:05,1:05,NYJ,2,2,W 45-20,410,55,7.4545,53,5.1132,
1811,NYG,2017,11/19/2017,1:00,1:00,KAN,11,10,W 12-9,317,68,4.6618,71,5.1127,1
1812,CHI,2014,10/5/2014,1:03,1:03,CAR,5,5,L 24-31,347,62,5.5968,63,5.1111,4
1813,PIT,2016,12/25/2016,4:30,4:30,BAL,16,15,W 31-27,406,55,7.3818,72,5.1111,2
1814,TAM,2014,10/26/2014,1:03,1:03,MIN,8,7,L 13-19,225,56,4.0179,65,5.1077,2
1815,DEN,2013,12/12/2013,8:29,6:29,SDG,15,14,L 20-27,295,53,5.566,66,5.1061,1
1816,LAC,2017,12/3/2017,4:05,1:05,CLE,13,12,W 19-10,429,69,6.2174,57,5.1053,
1817,LAR,2016,11/13/2016,1:00,1:00,NYJ,10,9,W 9-6,280,67,4.1791,58,5.1034,
1818,BUF,2012,11/11/2012,1:02,1:02,NWE,10,9,L 31-37,481,71,6.7746,68,5.1029,3
1819,KAN,2014,10/5/2014,4:25,1:25,SFO,5,5,L 17-22,265,50,5.3,70,5.1,1
1820,BAL,2012,9/27/2012,8:30,8:30,CLE,4,4,W 23-16,438,77,5.6883,70,5.1,1
1821,DEN,2013,10/13/2013,4:05,2:05,JAX,6,6,W 35-19,407,71,5.7324,71,5.0986,3
1822,CHI,2014,12/28/2014,1:02,12:02,MIN,17,16,L 9-13,264,59,4.4746,61,5.0984,
1823,HOU,2013,12/29/2013,1:02,12:02,TEN,17,16,L 10-16,288,57,5.0526,61,5.0984,4
1824,KAN,2013,12/22/2013,1:02,12:02,IND,16,15,L 7-23,287,53,5.4151,72,5.0972,3
1825,IND,2017,11/12/2017,1:00,1:00,PIT,10,10,L 17-20,267,56,4.7679,62,5.0968,1
1826,BUF,2013,12/1/2013,4:05,4:05,ATL,13,12,L 31-34,405,63,6.4286,83,5.0964,2
1827,NYJ,2015,9/13/2015,1:04,1:04,CLE,1,1,W 31-10,333,60,5.55,63,5.0952,1
1828,CIN,2014,9/21/2014,1:02,1:02,TEN,3,3,W 33-7,300,57,5.2632,64,5.0938,1
1829,MIA,2014,12/1/2014,8:30,8:30,NYJ,13,12,W 16-13,291,55,5.2909,64,5.0938,1
1830,IND,2016,10/2/2016,9:35,2:35,JAX,4,4,L 27-30,284,73,3.8904,65,5.0923,1
1831,TAM,2012,11/18/2012,1:04,1:04,CAR,11,10,W 27-21,403,77,5.2338,65,5.0923,3
1832,NWE,2014,10/12/2014,1:02,1:02,BUF,6,6,W 37-22,396,66,6,66,5.0909,
1833,HOU,2016,10/9/2016,1:05,12:05,MIN,5,5,L 13-31,214,60,3.5667,69,5.087,1
1834,KAN,2016,9/18/2016,1:02,12:02,HOU,2,2,L 12-19,291,60,4.85,69,5.087,3
1835,PHI,2014,11/2/2014,1:03,12:03,HOU,9,8,W 31-21,483,79,6.1139,59,5.0847,4
1836,CLE,2013,10/13/2013,1:02,1:02,DET,6,6,L 17-31,395,66,5.9848,72,5.0833,2
1837,DEN,2012,11/4/2012,1:02,1:02,CIN,9,8,W 31-23,359,61,5.8852,72,5.0833,2
1838,DET,2013,12/16/2013,8:40,8:40,BAL,15,14,L 16-18,349,63,5.5397,60,5.0833,3
1839,JAX,2013,12/15/2013,1:02,1:02,BUF,15,14,L 20-27,354,72,4.9167,72,5.0833,4
1840,TEN,2017,9/17/2017,1:00,1:00,JAX,2,2,W 37-16,390,64,6.0938,61,5.082,1
1841,CLE,2017,12/17/2017,1:00,1:00,BAL,15,14,L 10-27,266,58,4.5862,74,5.0811,4
1842,BAL,2014,9/28/2014,1:02,1:02,CAR,4,4,W 38-10,454,61,7.4426,62,5.0806,
1843,TAM,2014,11/2/2014,1:02,1:02,CLE,9,8,L 17-22,365,61,5.9836,65,5.0769,2
1844,STL,2014,11/9/2014,4:25,2:25,ARI,10,9,L 14-31,244,58,4.2069,66,5.0758,3
1845,LAC,2017,10/8/2017,1:00,1:00,NYG,5,5,W 27-22,382,73,5.2329,66,5.0758,1
1846,JAX,2013,12/5/2013,8:29,8:29,HOU,14,13,W 27-20,281,57,4.9298,80,5.075,
1847,CHI,2012,10/22/2012,8:40,7:40,DET,7,6,W 13-7,296,69,4.2899,67,5.0746,
1848,NWE,2014,9/7/2014,1:03,1:03,MIA,1,1,L 20-33,315,80,3.9375,71,5.0704,2
1849,TEN,2013,12/22/2013,1:02,1:02,JAX,16,15,W 20-16,346,73,4.7397,57,5.0702,1
1850,TAM,2016,12/11/2016,4:25,4:25,NOR,14,13,W 16-11,270,63,4.2857,58,5.069,
1851,OAK,2012,10/28/2012,4:06,3:06,KAN,8,7,W 26-16,344,62,5.5484,59,5.0678,1
1852,JAX,2015,10/25/2015,8:35,1:35,BUF,7,7,W 34-31,295,63,4.6825,74,5.0676,1
1853,DEN,2014,9/14/2014,4:25,2:25,KAN,2,2,W 24-17,325,46,7.0652,75,5.0667,
1854,NWE,2016,12/18/2016,4:25,2:25,DEN,15,14,W 16-3,313,73,4.2877,61,5.0656,
1855,MIA,2013,12/22/2013,1:02,1:02,BUF,16,15,L 0-19,103,52,1.9808,77,5.0649,2
